plate	Well	Gen70_s_zeroed	Gen550_s_zeroed	Gen1410_s_zeroed	Gen2640_s_zeroed	Gen3630_s_zeroed	Gen5150_s_zeroed	Gen7530_s_zeroed	Gen10150_s_zeroed	platewell	contam	strain	genes_fixed_10K	focal
P1	C04	0.11707903911226195	0.12172225251968705	0.1564063182474947	0.18154239214951629	0.2020119393187154	0.21308849451737186	0.2550877578356969	0.2541819298117505	P1C04			ADE6;FKH2;YNR065C;CAF130;CAT8;SLM2;MYO1;KIN2;UBP10;YBR225W;MNN14;PUT3;EBS1;SPT2;CYC8;CSE4;AFG2;SLD3;YHR217C;FAS2;PSK1;STP22;PAN1;PEX30;CTR9;ADP1;SVF1;NUP157;SGV1;ERV29;YNL095C;SNU71;HIR3;R0020C;ADY3;STE12;YBL070C;DUG2;KTR7;PDR10;RVB2;KIP2;HKR1;SLI1;HSL1;ATO3;URB2;MRX6;HXT3;EMW1;URC2;PRP3;FUI1;YNG1;PKC1;NNF2;CBS2;YNL195C;PRM8;SSZ1;SDO1;ESF1;SKG6;RTT107;YLL032C;SDD3;PER33;INP52;ACS1;RCR1;HTL1;SDH6;TIF35;YER076C;YGL117W;YGR035C;CRP1;YKL091C;LHS1;ANR2;MAC1;JLP2;YNR014W;LPX1;NFI1;SAM3	True
P1	C05	0.11507963281459405	0.13990450281651962	0.1667659222404138	0.2003237906662858	0.21304655663559205	0.2289015564644873	0.26589770857392864	0.2735168109360828	P1C05			ADE6;FKH2;YNR065C;CAF130;CAT8;SLM2;MYO1;KIN2;UBP10;YBR225W;MNN14;PUT3;EBS1;SPT2;CYC8;CSE4;AFG2;SLD3;YHR217C;FAS2;PSK1;STP22;PAN1;PEX30;CTR9;ADP1;SVF1;NUP157;SGV1;ERV29;YNL095C;SNU71;HIR3;R0020C;ADY3;STE12;YBL070C;DUG2;KTR7;PDR10;RVB2;KIP2;HKR1;SLI1;HSL1;ATO3;URB2;MRX6;HXT3;EMW1;URC2;PRP3;FUI1;YNG1;PKC1;NNF2;CBS2;YNL195C;PRM8;SSZ1;SDO1;ESF1;SKG6;RTT107;YLL032C;SDD3;PER33;INP52;ACS1;RCR1;HTL1;SDH6;TIF35;YER076C;YGL117W;YGR035C;CRP1;YKL091C;LHS1;ANR2;MAC1;JLP2;YNR014W;LPX1;NFI1;SAM3	True
P1	C06	0.12595579337343707	0.1599002073541031	0.1894456731403593	0.20136356644051412	0.22287868613986545	0.22335806336926176	0.2412519986432276	0.2538170122363151	P1C06			ADE6;FKH2;YNR065C;CAF130;CAT8;SLM2;MYO1;KIN2;UBP10;YBR225W;MNN14;PUT3;EBS1;SPT2;CYC8;CSE4;AFG2;SLD3;YHR217C;FAS2;PSK1;STP22;PAN1;PEX30;CTR9;ADP1;SVF1;NUP157;SGV1;ERV29;YNL095C;SNU71;HIR3;R0020C;ADY3;STE12;YBL070C;DUG2;KTR7;PDR10;RVB2;KIP2;HKR1;SLI1;HSL1;ATO3;URB2;MRX6;HXT3;EMW1;URC2;PRP3;FUI1;YNG1;PKC1;NNF2;CBS2;YNL195C;PRM8;SSZ1;SDO1;ESF1;SKG6;RTT107;YLL032C;SDD3;PER33;INP52;ACS1;RCR1;HTL1;SDH6;TIF35;YER076C;YGL117W;YGR035C;CRP1;YKL091C;LHS1;ANR2;MAC1;JLP2;YNR014W;LPX1;NFI1;SAM3	True
P1	C07	0.0010978442215262008	0.13657160806621402		0.16709357357495128	0.18510878674476228	0.17987684420049302	0.19403433762230848	0.2063143820069616	P1C07			ADE6;FKH2;YNR065C;CAF130;CAT8;SLM2;MYO1;KIN2;UBP10;YBR225W;MNN14;PUT3;EBS1;SPT2;CYC8;CSE4;AFG2;SLD3;YHR217C;FAS2;PSK1;STP22;PAN1;PEX30;CTR9;ADP1;SVF1;NUP157;SGV1;ERV29;YNL095C;SNU71;HIR3;R0020C;ADY3;STE12;YBL070C;DUG2;KTR7;PDR10;RVB2;KIP2;HKR1;SLI1;HSL1;ATO3;URB2;MRX6;HXT3;EMW1;URC2;PRP3;FUI1;YNG1;PKC1;NNF2;CBS2;YNL195C;PRM8;SSZ1;SDO1;ESF1;SKG6;RTT107;YLL032C;SDD3;PER33;INP52;ACS1;RCR1;HTL1;SDH6;TIF35;YER076C;YGL117W;YGR035C;CRP1;YKL091C;LHS1;ANR2;MAC1;JLP2;YNR014W;LPX1;NFI1;SAM3	True
P1	C08	-0.005497790127254626	0.013972555151856914	0.024678094825009374	0.041149218818774425	0.19104065297096404	0.20152822217986413	0.2211124971655445	0.2302671445678326	P1C08			ADE6;FKH2;YNR065C;CAF130;CAT8;SLM2;MYO1;KIN2;UBP10;YBR225W;MNN14;PUT3;EBS1;SPT2;CYC8;CSE4;AFG2;SLD3;YHR217C;FAS2;PSK1;STP22;PAN1;PEX30;CTR9;ADP1;SVF1;NUP157;SGV1;ERV29;YNL095C;SNU71;HIR3;R0020C;ADY3;STE12;YBL070C;DUG2;KTR7;PDR10;RVB2;KIP2;HKR1;SLI1;HSL1;ATO3;URB2;MRX6;HXT3;EMW1;URC2;PRP3;FUI1;YNG1;PKC1;NNF2;CBS2;YNL195C;PRM8;SSZ1;SDO1;ESF1;SKG6;RTT107;YLL032C;SDD3;PER33;INP52;ACS1;RCR1;HTL1;SDH6;TIF35;YER076C;YGL117W;YGR035C;CRP1;YKL091C;LHS1;ANR2;MAC1;JLP2;YNR014W;LPX1;NFI1;SAM3	True
P1	C09	0.0069904334062810825	0.2446558960404069	0.2637699628562788	0.24698571866124802	0.25479493772079675	0.2619657907251824	0.2497684628974019	0.26142878826090565	P1C09			ADE6;FKH2;YNR065C;CAF130;CAT8;SLM2;MYO1;KIN2;UBP10;YBR225W;MNN14;PUT3;EBS1;SPT2;CYC8;CSE4;AFG2;SLD3;YHR217C;FAS2;PSK1;STP22;PAN1;PEX30;CTR9;ADP1;SVF1;NUP157;SGV1;ERV29;YNL095C;SNU71;HIR3;R0020C;ADY3;STE12;YBL070C;DUG2;KTR7;PDR10;RVB2;KIP2;HKR1;SLI1;HSL1;ATO3;URB2;MRX6;HXT3;EMW1;URC2;PRP3;FUI1;YNG1;PKC1;NNF2;CBS2;YNL195C;PRM8;SSZ1;SDO1;ESF1;SKG6;RTT107;YLL032C;SDD3;PER33;INP52;ACS1;RCR1;HTL1;SDH6;TIF35;YER076C;YGL117W;YGR035C;CRP1;YKL091C;LHS1;ANR2;MAC1;JLP2;YNR014W;LPX1;NFI1;SAM3	True
P1	C10	-0.014313310795720569	0.04690055167348518	0.15621768434376304	0.16950062700731594	0.18399660310030366	0.20031764142250452	0.22211430397854653	0.22209377861508373	P1C10				False
P1	C11	0.16284745699292325	0.16224470497800952	0.18907818151394146	0.20055544438563372	0.2119444093737244	0.22217023137189515	0.2512392011195834	0.24425382071990595	P1C11			ADE6;FKH2;YNR065C;CAF130;CAT8;SLM2;MYO1;KIN2;UBP10;YBR225W;MNN14;PUT3;EBS1;SPT2;CYC8;CSE4;AFG2;SLD3;YHR217C;FAS2;PSK1;STP22;PAN1;PEX30;CTR9;ADP1;SVF1;NUP157;SGV1;ERV29;YNL095C;SNU71;HIR3;R0020C;ADY3;STE12;YBL070C;DUG2;KTR7;PDR10;RVB2;KIP2;HKR1;SLI1;HSL1;ATO3;URB2;MRX6;HXT3;EMW1;URC2;PRP3;FUI1;YNG1;PKC1;NNF2;CBS2;YNL195C;PRM8;SSZ1;SDO1;ESF1;SKG6;RTT107;YLL032C;SDD3;PER33;INP52;ACS1;RCR1;HTL1;SDH6;TIF35;YER076C;YGL117W;YGR035C;CRP1;YKL091C;LHS1;ANR2;MAC1;JLP2;YNR014W;LPX1;NFI1;SAM3	True
P1	C12	-0.021029853194690945	0.024939074098394992	0.08279396397684972	0.09562019587442222	0.09424284128025516	0.18225934950449496	0.20654867871121435	0.2064648672247899	P1C12				False
P1	D01	0.0	0.10008023383844236	0.15220079460432845	0.18338675860347647	0.186039832779482	0.17024028967539204	0.21670072800068485	0.20667740176565136	P1D01				False
P1	D02									P1D02				False
P1	D03	0.10230565582835276	0.1046104168631496	0.14547786057197432	0.17596473494878226	0.19140805740756128	0.1974636148315773	0.2131782028673268	0.21441572220778196	P1D03			ADE6;FKH2;YNR065C;CAF130;CAT8;SLM2;MYO1;KIN2;UBP10;YBR225W;MNN14;PUT3;EBS1;SPT2;CYC8;CSE4;AFG2;SLD3;YHR217C;FAS2;PSK1;STP22;PAN1;PEX30;CTR9;ADP1;SVF1;NUP157;SGV1;ERV29;YNL095C;SNU71;HIR3;R0020C;ADY3;STE12;YBL070C;DUG2;KTR7;PDR10;RVB2;KIP2;HKR1;SLI1;HSL1;ATO3;URB2;MRX6;HXT3;EMW1;URC2;PRP3;FUI1;YNG1;PKC1;NNF2;CBS2;YNL195C;PRM8;SSZ1;SDO1;ESF1;SKG6;RTT107;YLL032C;SDD3;PER33;INP52;ACS1;RCR1;HTL1;SDH6;TIF35;YER076C;YGL117W;YGR035C;CRP1;YKL091C;LHS1;ANR2;MAC1;JLP2;YNR014W;LPX1;NFI1;SAM3	True
P1	D04									P1D04				False
P1	D05	0.14277488328722648	0.1594107514202822	0.1688298559976889	0.1893343995595388	0.20443147598081315	0.20554579296125594	0.2254468182570624	0.2083472487598752	P1D05				False
P1	D06	0.1331105088811717	0.1471451707942906	0.1656733914624206	0.18995485924407068	0.20122936720342305	0.2005861254853373	0.22782279677866984	0.2364758718543795	P1D06				False
P1	D07									P1D07				False
P1	D08									P1D08				False
P1	D09	-0.004390305969582453	0.02138898081360929	0.0301610597431278	0.13878712554735367	0.16115598331945974	0.1661203966845677	0.18491812259522303	0.1818830200867144	P1D09			ADE6;FKH2;YNR065C;CAF130;CAT8;SLM2;MYO1;KIN2;UBP10;YBR225W;MNN14;PUT3;EBS1;SPT2;CYC8;CSE4;AFG2;SLD3;YHR217C;FAS2;PSK1;STP22;PAN1;PEX30;CTR9;ADP1;SVF1;NUP157;SGV1;ERV29;YNL095C;SNU71;HIR3;R0020C;ADY3;STE12;YBL070C;DUG2;KTR7;PDR10;RVB2;KIP2;HKR1;SLI1;HSL1;ATO3;URB2;MRX6;HXT3;EMW1;URC2;PRP3;FUI1;YNG1;PKC1;NNF2;CBS2;YNL195C;PRM8;SSZ1;SDO1;ESF1;SKG6;RTT107;YLL032C;SDD3;PER33;INP52;ACS1;RCR1;HTL1;SDH6;TIF35;YER076C;YGL117W;YGR035C;CRP1;YKL091C;LHS1;ANR2;MAC1;JLP2;YNR014W;LPX1;NFI1;SAM3	True
P1	D10	-0.002362223964781307	0.00288076430346082	0.01237562398606207	0.024100574786867116	0.0655041038275197	0.10302518552394582	0.1188371570834892	0.12659988941351724	P1D10				False
P1	D11									P1D11				False
P1	D12	-0.02313483785797593	0.025595967282075832	0.029153424079912758	0.12765384496838045	0.21089637555996585	0.2190882548773924	0.23051827242249326	0.21437573540309887	P1D12				False
P1	E01	0.13094633896565766	0.1316156245386146	0.15191158326155454	0.18766153939847985	0.19965371963303613	0.210545361953398	0.2380482136459387	0.2585384769666527	P1E01				False
P1	E02	0.12396397038938715	0.134437033917161	0.1653912200665279	0.19026250674412606	0.20591641701239585	0.20585420939669247	0.24653504224005504	0.2800335556827201	P1E02				False
P1	E03	0.13027014433029618	0.13622088816347178	0.15841271208195984	0.18009693304891752	0.21857639220167024	0.2332928152909376	0.2624229206986549	0.2658116696951089	P1E03				False
P1	E04	0.13294245389975046	0.13556578090738436	0.16371656946891175	0.19576200319545187	0.206729463348216	0.21235212434596665	0.24655477391163996	0.24105614413690876	P1E04			ADE6;FKH2;YNR065C;CAF130;CAT8;SLM2;MYO1;KIN2;UBP10;YBR225W;MNN14;PUT3;EBS1;SPT2;CYC8;CSE4;AFG2;SLD3;YHR217C;FAS2;PSK1;STP22;PAN1;PEX30;CTR9;ADP1;SVF1;NUP157;SGV1;ERV29;YNL095C;SNU71;HIR3;R0020C;ADY3;STE12;YBL070C;DUG2;KTR7;PDR10;RVB2;KIP2;HKR1;SLI1;HSL1;ATO3;URB2;MRX6;HXT3;EMW1;URC2;PRP3;FUI1;YNG1;PKC1;NNF2;CBS2;YNL195C;PRM8;SSZ1;SDO1;ESF1;SKG6;RTT107;YLL032C;SDD3;PER33;INP52;ACS1;RCR1;HTL1;SDH6;TIF35;YER076C;YGL117W;YGR035C;CRP1;YKL091C;LHS1;ANR2;MAC1;JLP2;YNR014W;LPX1;NFI1;SAM3	True
P1	E05	0.13790136199976927	0.1522031373366811	0.1720797913388667	0.19081878892218376	0.19801631147242915	0.19217481685040216	0.21264839626934595	0.2165812699174952	P1E05				False
P1	E06									P1E06				False
P1	E07									P1E07				False
P1	E08									P1E08				False
P1	E09	0.010905683095241677	0.01872522011444933	0.013823953944588295	0.01686776098433129	0.022686048311385515	0.15062401822685642	0.18527464646909966	0.20736648504129898	P1E09			ADE6;FKH2;YNR065C;CAF130;CAT8;SLM2;MYO1;KIN2;UBP10;YBR225W;MNN14;PUT3;EBS1;SPT2;CYC8;CSE4;AFG2;SLD3;YHR217C;FAS2;PSK1;STP22;PAN1;PEX30;CTR9;ADP1;SVF1;NUP157;SGV1;ERV29;YNL095C;SNU71;HIR3;R0020C;ADY3;STE12;YBL070C;DUG2;KTR7;PDR10;RVB2;KIP2;HKR1;SLI1;HSL1;ATO3;URB2;MRX6;HXT3;EMW1;URC2;PRP3;FUI1;YNG1;PKC1;NNF2;CBS2;YNL195C;PRM8;SSZ1;SDO1;ESF1;SKG6;RTT107;YLL032C;SDD3;PER33;INP52;ACS1;RCR1;HTL1;SDH6;TIF35;YER076C;YGL117W;YGR035C;CRP1;YKL091C;LHS1;ANR2;MAC1;JLP2;YNR014W;LPX1;NFI1;SAM3	True
P1	E10	-0.004003667952009099	0.03393418836155558	0.02911847522707525	0.08249820479080174	0.11916875194007745	0.1948322855378144	0.20941804091003868	0.2180808646778168	P1E10				False
